#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000016.1	0	31741	t3pks	true	loseolamycin A1/loseolamycin A2	52	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000016.1&start=0&end=31741
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000020.1	45217	121251	oligosaccharide terpene napaa hybrid	false	phenalinolactone A	68	BGC0000654	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000020.1&start=45217&end=121251
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000021.1	23329	127818	other lanthipeptide-class-iii lanthipeptide-class-ii nrps t1pks hybrid	false	polyoxypeptin	18	BGC0001036	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000021.1&start=23329&end=127818
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000037.1	36483	82268	t1pks nrps hybrid	true	arenimycin A	9	BGC0000198	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000037.1&start=36483&end=82268
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000004.1	124404	146909	lassopeptide	false	citrulassin D	100	BGC0001550	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000004.1&start=124404&end=146909
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000004.1	226097	248698	lanthipeptide-class-iii	false	catenulipeptin	60	BGC0000501	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000004.1&start=226097&end=248698
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000042.1	31329	53763	betalactone	false	tautomycin	10	BGC0000159	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000042.1&start=31329&end=53763
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000005.1	181509	202553	terpene	false	2-methylisoborneol	75	BGC0000657	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000005.1&start=181509&end=202553
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000051.1	1901	39663	hgle-ks t1pks hybrid	true	hexacosalactone A	9	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000051.1&start=1901&end=39663
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000053.1	21193	36324	terpene	true	carotenoid	37	BGC0000649	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000053.1&start=21193&end=36324
Actinoplanes	Unknown	NEAU-H7	NZ_JAGFNS010000008.1	16522	47473	ni-siderophore	false	pulvomycin B/pulvomycin C/pulvomycin D	5	BGC0002374	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGFNS010000008.1&start=16522&end=47473
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000001.1	256062	285760	ni-siderophore	false	FW0622	50	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000001.1&start=256062&end=285760
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000001.1	455073	517649	nrps t1pks hybrid	false	desulfoclethramycin/clethramycin	8	BGC0002498	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000001.1&start=455073&end=517649
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000001.1	1560401	1575172	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000001.1&start=1560401&end=1575172
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000002.1	158973	200023	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000002.1&start=158973&end=200023
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000003.1	319510	348067	betalactone	false	cyphomycin	2	BGC0001877	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000003.1&start=319510&end=348067
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000004.1	541641	562592	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000004.1&start=541641&end=562592
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000004.1	706580	717402	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000004.1&start=706580&end=717402
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000005.1	135948	243397	t3pks nrps nrps-like hybrid	false	enduracidin	35	BGC0000341	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000005.1&start=135948&end=243397
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000006.1	38566	59775	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000006.1&start=38566&end=59775
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000006.1	433493	492328	t2pks	true	xantholipin	14	BGC0000279	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000006.1&start=433493&end=492328
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000007.1	156028	178177	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000007.1&start=156028&end=178177
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000007.1	241287	262247	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000007.1&start=241287&end=262247
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000008.1	0	39045	t1pks	true	dynemicin A	54	BGC0001060	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000008.1&start=0&end=39045
Micromonospora	Unknown	A3M-1-15	NZ_JANAVK010000009.1	0	60367	nrps nrps-like t1pks hybrid	true	nostopeptolide A2	25	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_JANAVK010000009.1&start=0&end=60367
Micromonospora	Unknown	D93	NZ_JAGPXW010000010.1	53728	74610	terpene	false	meridamycin	10	BGC0001011	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000010.1&start=53728&end=74610
Micromonospora	Unknown	D93	NZ_JAGPXW010000011.1	0	15357	terpene	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000011.1&start=0&end=15357
Micromonospora	Unknown	D93	NZ_JAGPXW010000012.1	173720	188610	ni-siderophore	true	peucechelin	10	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000012.1&start=173720&end=188610
Micromonospora	Unknown	D93	NZ_JAGPXW010000015.1	66504	92964	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000015.1&start=66504&end=92964
Micromonospora	Unknown	D93	NZ_JAGPXW010000016.1	74697	147225	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000016.1&start=74697&end=147225
Micromonospora	Unknown	D93	NZ_JAGPXW010000018.1	14901	111305	t1pks nrps nrp-metallophore hybrid	false	pyrrolomycin A/pyrrolomycin B/pyrrolomycin C/pyrrolomycin D	34	BGC0000130	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000018.1&start=14901&end=111305
Micromonospora	Unknown	D93	NZ_JAGPXW010000002.1	428148	450722	lanthipeptide-class-iii	false	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000002.1&start=428148&end=450722
Micromonospora	Unknown	D93	NZ_JAGPXW010000020.1	61597	82521	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000020.1&start=61597&end=82521
Micromonospora	Unknown	D93	NZ_JAGPXW010000025.1	96127	112385	ni-siderophore	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000025.1&start=96127&end=112385
Micromonospora	Unknown	D93	NZ_JAGPXW010000028.1	47212	58031	ripp-like	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000028.1&start=47212&end=58031
Micromonospora	Unknown	D93	NZ_JAGPXW010000034.1	22646	59224	thioamitides thiopeptide lap hybrid	false	K-252a	14	BGC0000813	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000034.1&start=22646&end=59224
Micromonospora	Unknown	D93	NZ_JAGPXW010000004.1	126860	223909	t1pks nrps betalactone hybrid	false	bleomycin A2/bleomycin B2	12	BGC0002350	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000004.1&start=126860&end=223909
Micromonospora	Unknown	D93	NZ_JAGPXW010000004.1	229899	271609	nrps-like betalactone hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000004.1&start=229899&end=271609
Micromonospora	Unknown	D93	NZ_JAGPXW010000004.1	273172	320114	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000004.1&start=273172&end=320114
Micromonospora	Unknown	D93	NZ_JAGPXW010000047.1	16333	37290	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000047.1&start=16333&end=37290
Micromonospora	Unknown	D93	NZ_JAGPXW010000005.1	264381	290793	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000005.1&start=264381&end=290793
Micromonospora	Unknown	D93	NZ_JAGPXW010000006.1	199639	240689	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAGPXW010000006.1&start=199639&end=240689
Micromonospora	Unknown	CNB394	NZ_KB895825.1	119137	222112	nrps nrps-like pks-like ni-siderophore transat-pks hybrid	false	largimiycin 38/largimycin 39	54	BGC0001853	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895825.1&start=119137&end=222112
Micromonospora	Unknown	CNB394	NZ_KB895825.1	224832	263825	terpene oligosaccharide hybrid	false	lobosamide A/lobosamide B/lobosamide C	13	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895825.1&start=224832&end=263825
Micromonospora	Unknown	CNB394	NZ_KB895825.1	352530	425102	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895825.1&start=352530&end=425102
Micromonospora	Unknown	CNB394	NZ_KB895825.1	547211	568396	terpene	false	nocathiacin	4	BGC0000609	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895825.1&start=547211&end=568396
Micromonospora	Unknown	CNB394	NZ_KB895825.1	613065	635693	lanthipeptide-class-iii	false	pentalenolactone	15	BGC0000678	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895825.1&start=613065&end=635693
Micromonospora	Unknown	CNB394	NZ_KB895828.1	93687	114638	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895828.1&start=93687&end=114638
Micromonospora	Unknown	CNB394	NZ_KB895829.1	34578	55505	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895829.1&start=34578&end=55505
Micromonospora	Unknown	CNB394	NZ_KB895830.1	0	46395	nrps	true	friulimicin A/friulimicin B/friulimicin C/friulimicin D	12	BGC0000354	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895830.1&start=0&end=46395
Micromonospora	Unknown	CNB394	NZ_KB895837.1	0	64082	nrps t1pks ni-siderophore hybrid	true	FW0622	50	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895837.1&start=0&end=64082
Micromonospora	Unknown	CNB394	NZ_KB895837.1	72641	138665	nrps-like pks-like t1pks nrps hybrid	true	naphthyridinomycin	14	BGC0000394	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895837.1&start=72641&end=138665
Micromonospora	Unknown	CNB394	NZ_KB895840.1	35486	103097	nrps nrps-like t1pks hybrid	false	crochelin A	8	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895840.1&start=35486&end=103097
Micromonospora	Unknown	CNB394	NZ_KB895843.1	0	14722	naggn	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895843.1&start=0&end=14722
Micromonospora	Unknown	CNB394	NZ_KB895845.1	0	55081	t1pks	true	quinolidomicin A	45	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895845.1&start=0&end=55081
Micromonospora	Unknown	CNB394	NZ_KB895846.1	78329	99316	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895846.1&start=78329&end=99316
Micromonospora	Unknown	CNB394	NZ_KB895849.1	18182	73455	nrps nrp-metallophore hybrid	false	coelibactin	72	BGC0000324	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895849.1&start=18182&end=73455
Micromonospora	Unknown	CNB394	NZ_KB895850.1	0	80777	nrps 2dos t1pks t2pks nrps-like hybrid	true	quinolidomicin A	50	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895850.1&start=0&end=80777
Micromonospora	Unknown	CNB394	NZ_KB895852.1	37587	62151	terpene ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895852.1&start=37587&end=62151
Micromonospora	Unknown	CNB394	NZ_KB895853.1	0	34011	t1pks	true	calicheamicin	13	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895853.1&start=0&end=34011
Micromonospora	Unknown	CNB394	NZ_KB895858.1	6949	34053	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895858.1&start=6949&end=34053
Micromonospora	Unknown	CNB394	NZ_KB895860.1	20573	53650	t3pks	true	loseolamycin A1/loseolamycin A2	64	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895860.1&start=20573&end=53650
Micromonospora	Unknown	CNB394	NZ_KB895861.1	0	50925	nrp-metallophore nrps hybrid	true	fuscachelin A/fuscachelin B/fuscachelin C	66	BGC0000359	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895861.1&start=0&end=50925
Micromonospora	Unknown	CNB394	NZ_KB895865.1	0	39017	nrps thioamide-nrp hybrid	true	lobosamide A/lobosamide B/lobosamide C	6	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895865.1&start=0&end=39017
Micromonospora	Unknown	CNB394	NZ_KB895870.1	7922	32152	lanthipeptide-class-i	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895870.1&start=7922&end=32152
Micromonospora	Unknown	CNB394	NZ_KB895871.1	0	29548	nrps-like nrps hybrid	true	ecumicin	10	BGC0001582	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895871.1&start=0&end=29548
Micromonospora	Unknown	CNB394	NZ_KB895876.1	0	22085	t1pks	true	bafilomycin B1	27	BGC0000028	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895876.1&start=0&end=22085
Micromonospora	Unknown	CNB394	NZ_KB895877.1	0	21666	t1pks	true	quinolidomicin A	16	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895877.1&start=0&end=21666
Micromonospora	Unknown	CNB394	NZ_KB895879.1	0	20515	t1pks	true	X-14547	21	BGC0000079	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895879.1&start=0&end=20515
Micromonospora	Unknown	CNB394	NZ_KB895880.1	0	17937	t1pks	true	ECO-0501	14	BGC0002098	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895880.1&start=0&end=17937
Micromonospora	Unknown	CNB394	NZ_KB895882.1	0	15981	t1pks	true	neomediomycin B	32	BGC0002357	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895882.1&start=0&end=15981
Micromonospora	Unknown	CNB394	NZ_KB895886.1	0	9887	t1pks	true	desulfoclethramycin/clethramycin	18	BGC0002498	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895886.1&start=0&end=9887
Micromonospora	Unknown	CNB394	NZ_KB895889.1	0	7976	t1pks	true	neomediomycin B	28	BGC0002357	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895889.1&start=0&end=7976
Micromonospora	Unknown	CNB394	NZ_KB895893.1	0	6532	lanthipeptide-class-ii	true	actagardine	9	BGC0000495	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895893.1&start=0&end=6532
Micromonospora	Unknown	CNB394	NZ_KB895896.1	0	3489	nrps-like	true	quinolidomicin A	5	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KB895896.1&start=0&end=3489
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000001.1	589889	649652	resorcinol nrps hybrid	false	maduramicin	7	BGC0002431	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000001.1&start=589889&end=649652
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000002.1	143071	192386	nrps nrp-metallophore hybrid	false	myxochelin B/myxochelin N/myxochelin O/myxochelin P/myxochelin Q/myxochelin A	33	BGC0002324	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000002.1&start=143071&end=192386
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000002.1	583985	594408	ectoine	false	ectoine	100	BGC0000853	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000002.1&start=583985&end=594408
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000003.1	18435	40925	terpene	false	geosmin	100	BGC0000661	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000003.1&start=18435&end=40925
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000003.1	72184	94773	lanthipeptide-class-iii	false	catenulipeptin	60	BGC0000501	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000003.1&start=72184&end=94773
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000003.1	141850	164526	lanthipeptide-class-iv	false	blasticidin S	10	BGC0000874	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000003.1&start=141850&end=164526
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000005.1	456524	477379	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000005.1&start=456524&end=477379
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000007.1	307489	338392	ni-siderophore	false	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	6	BGC0002656	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000007.1&start=307489&end=338392
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000007.1	350432	371554	terpene	false	legonindolizidine A6	8	BGC0002666	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000007.1&start=350432&end=371554
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000011.1	161642	211533	t1pks nrps hybrid	false	phosphonoglycans	7	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000011.1&start=161642&end=211533
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000012.1	195706	236756	t3pks	false	loseolamycin A1/loseolamycin A2	32	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000012.1&start=195706&end=236756
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000013.1	77160	102298	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000013.1&start=77160&end=102298
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000014.1	66333	88090	ranthipeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000014.1&start=66333&end=88090
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000015.1	131116	179125	t1pks nrps hybrid	false	matlystatin A	11	BGC0001443	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000015.1&start=131116&end=179125
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000017.1	181970	214495	nrps	true	tylactone	6	BGC0001812	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000017.1&start=181970&end=214495
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000018.1	156133	167408	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000018.1&start=156133&end=167408
Phytomonospora	Unknown	YIM 65646	NZ_JACHGT010000023.1	0	82494	nrps transat-pks hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACHGT010000023.1&start=0&end=82494
